S.no,Player Name,Runs in Flat Pitches,Runs in Red Soil Pitches,Runs in Black Soil Pitches,Dismissals in Flat Pitches,Dismissals in Red Soil Pitches,Dismissals in Black Soil Pitches
3033,CR Nicholls,58,0,0,3,0,0
3034,PS Masvaure,58,0,0,3,0,0
3035,S Mathur,58,0,0,3,0,0
3036,E Gray,58,0,0,2,0,0
3037,Eyman Fatima,58,0,0,2,0,0
3038,JM Fields,58,0,0,2,0,0
3039,M Machado,58,0,0,2,0,0
3040,Mark Ingty,0,58,0,0,2,0
3041,BBJL Perera,58,0,0,1,0,0
3042,Choudry Share Ali,58,0,0,1,0,0
3043,J Fernando,58,0,0,1,0,0
3044,Rajat Dey,58,0,0,1,0,0
3045,RP Thattil,58,0,0,1,0,0
3046,ASF Sirah,58,0,0,0,0,0
3047,AR Adams,57,0,0,8,0,0
3048,JW Hartshorn,57,0,0,6,0,0
3049,S Randiv,55,2,0,5,1,0
3050,Shivam Mavi,25,5,27,4,1,1
3051,W O'Rourke,54,3,0,5,0,1
3052,ML Schutt,57,0,0,4,0,0
3053,A Tharindu,57,0,0,3,0,0
3054,Amiangshu Sen,1,56,0,0,3,0
3055,Khaled Ahmed,57,0,0,3,0,0
3056,MW Hill,57,0,0,3,0,0
3057,RH Bhatt,57,0,0,3,0,0
3058,TF van Woerkom,57,0,0,3,0,0
3059,Anureet Singh,57,0,0,2,0,0
3060,Nikhilesh Surendran,0,57,0,0,2,0
3061,Rohit Sharma (2),57,0,0,2,0,0
3062,S Austin,57,0,0,2,0,0
3063,T Dickwella,57,0,0,2,0,0
3064,Amjad Javed,57,0,0,1,0,0
3065,JA Davies,57,0,0,1,0,0
3066,Jai Sinh,57,0,0,1,0,0
3067,LLB Harper,57,0,0,1,0,0
3068,Niraj Patel,57,0,0,1,0,0
3069,T Flintoff,57,0,0,1,0,0
3070,DL Collins,56,0,0,5,0,0
3071,RR Emrit,56,0,0,5,0,0
3072,Aman Hakim Khan,56,0,0,4,0,0
3073,M Kasselman,56,0,0,4,0,0
3074,M Premaratne,56,0,0,4,0,0
3075,NE Stalenberg,56,0,0,4,0,0
3076,A Mene-Ejegi,56,0,0,3,0,0
3077,GK Beghin,56,0,0,3,0,0
3078,Irfan Safi,56,0,0,3,0,0
3079,K Krishnakumar,56,0,0,3,0,0
3080,K V Sasikanth,14,42,0,1,2,0
3081,Adnan Idrees,56,0,0,2,0,0
3082,Ashish Yadav,56,0,0,2,0,0
3083,DL Piedt,56,0,0,2,0,0
3084,DT Hewathantri,56,0,0,2,0,0
3085,J Jarvis,56,0,0,2,0,0
3086,LA de Zoysa,56,0,0,2,0,0
3087,RP Kellepotha,56,0,0,2,0,0
3088,A Sheth,56,0,0,1,0,0
3089,DE Budge,56,0,0,1,0,0
3090,J Taanyanda,56,0,0,1,0,0
3091,SY Nihute,56,0,0,1,0,0
3092,GT Taylor,56,0,0,0,0,0
3093,J Tromp,56,0,0,0,0,0
3094,AA Alleyne,55,0,0,6,0,0
3095,L Balaji,55,0,0,5,1,0
3096,CRD Fernando,53,2,0,5,0,0
3097,Amir Farooq,55,0,0,4,0,0
3098,CE Bennett,55,0,0,4,0,0
3099,HNK Jensen,55,0,0,4,0,0
3100,JR Dean,55,0,0,4,0,0
3101,KKV Perera,55,0,0,3,0,0
3102,Tarang Gohel,55,0,0,3,0,0
3103,Baseer Khan,55,0,0,2,0,0
3104,Bismillah Khan,55,0,0,2,0,0
3105,HM Rowe,55,0,0,2,0,0
3106,M Ahmed,55,0,0,2,0,0
3107,N Burger,45,10,0,2,0,0
3108,OB Nightingale,55,0,0,2,0,0
3109,Abhishek Yadav,55,0,0,1,0,0
3110,DE Burgess,55,0,0,1,0,0
3111,DE Roache,55,0,0,1,0,0
3112,KM Venkataswamy,55,0,0,1,0,0
3113,A Gbla,55,0,0,0,0,0
3114,Aamir Javed,55,0,0,0,0,0
3115,Adam Senn,55,0,0,0,0,0
3116,Simran Shaikh,54,0,0,5,0,0
3117,C Kelly,54,0,0,4,0,0
3118,M Dheeraj Kumar,11,43,0,2,2,0
3119,DC Kelly,54,0,0,3,0,0
3120,J Butler,54,0,0,3,0,0
3121,MPGT Ketiyage,54,0,0,3,0,0
3122,PS Punia,0,0,54,0,0,3
3123,Subhransu Senapati,54,0,0,3,0,0
3124,BV Sears,54,0,0,2,0,0
3125,Faisal Raza,54,0,0,2,0,0
3126,Gurdeep Singh,54,0,0,2,0,0
3127,M Mpongwana,54,0,0,2,0,0
3128,OGL Bascome,54,0,0,2,0,0
3129,R van Tonder,54,0,0,2,0,0
3130,SS McKechnie,54,0,0,2,0,0
3131,TM Beaton,54,0,0,2,0,0
3132,Kaveen Fernando,54,0,0,1,0,0
3133,UR Kumar,54,0,0,1,0,0
3134,Dhiman Ghosh,54,0,0,0,0,0
3135,Kshitiz Sharma,54,0,0,0,0,0
3136,Mansab Gill,54,0,0,0,0,0
3137,Sajid Liaqat,54,0,0,0,0,0
3138,JD McKay,53,0,0,7,0,0
3139,Damodaran Rohit,0,53,0,0,6,0
3140,SR Thompson,53,0,0,6,0,0
3141,JE Burke,53,0,0,5,0,0
3142,RJ Gleeson,53,0,0,5,0,0
3143,J Campbell,53,0,0,4,0,0
3144,R Ngarava,46,7,0,4,0,0
3145,HKP Boam,53,0,0,3,0,0
3146,Parvez Rasool,53,0,0,3,0,0
3147,KR Singh,53,0,0,2,0,0
3148,MLR Karunaratne,53,0,0,2,0,0
3149,S Pandey,2,51,0,0,2,0
3150,Sobu George,53,0,0,2,0,0
3151,TR Gripper,53,0,0,2,0,0
3152,Y Dewthusa,53,0,0,2,0,0
3153,Zameer Khan,53,0,0,2,0,0
3154,A Limdawala,53,0,0,1,0,0
3155,Krishnamurthy Siddharth,53,0,0,1,0,0
3156,Najjam Shahzad,53,0,0,1,0,0
3157,S Shermatov,53,0,0,1,0,0
3158,Shariq Munir,53,0,0,1,0,0
3159,B Ito-Davis,53,0,0,0,0,0
3160,Shehan Madusanka,53,0,0,0,0,0
3161,DD Masters,52,0,0,9,0,0
3162,VR Aaron,39,13,0,8,1,0
3163,Mohammad Abbas,52,0,0,7,0,0
3164,Zahir Mohammed,52,0,0,7,0,0
3165,M Shiraz,52,0,0,5,0,0
3166,RM Pyrah,52,0,0,5,0,0
3167,Al-Amin Hossain,52,0,0,4,0,0
3168,BTJ Wheal,52,0,0,4,0,0
3169,MS Kasprowicz,26,26,0,2,2,0
3170,T Tshose,52,0,0,4,0,0
3171,M Rogers,52,0,0,3,0,0
3172,MW Jones,52,0,0,3,0,0
3173,A Sigera,52,0,0,2,0,0
3174,Bipin Saurabh,52,0,0,2,0,0
3175,Bismah Maroof,52,0,0,2,0,0
3176,Boio Ray,52,0,0,2,0,0
3177,KKN Egodage,52,0,0,2,0,0
3178,R Murray,52,0,0,2,0,0
3179,Samiullah Rahmani,52,0,0,2,0,0
3180,SJ French,52,0,0,2,0,0
3181,A Turkmen,52,0,0,1,0,0
3182,CC Ainsworth,52,0,0,1,0,0
3183,Fargana Hoque,52,0,0,1,0,0
3184,H Khogiyani,52,0,0,1,0,0
3185,Rakibul Hasan,52,0,0,1,0,0
3186,T Munt,52,0,0,1,0,0
3187,WT Owen,52,0,0,1,0,0
3188,JD Baker,51,0,0,7,0,0
3189,M Ntini,51,0,0,6,0,0
3190,Arpit Gaud,51,0,0,5,0,0
3191,L Filer,51,0,0,5,0,0
3192,GM Hennessy,51,0,0,4,0,0
3193,K Santokie,51,0,0,4,0,0
3194,MYB Naeem,51,0,0,4,0,0
3195,SKW Wood,51,0,0,4,0,0
3196,Washeem Abbas,51,0,0,4,0,0
3197,AJ Nair,51,0,0,3,0,0
3198,KA Vaz,51,0,0,3,0,0
3199,Mohammad Sharif,51,0,0,3,0,0
3200,SMKS Senarathne,51,0,0,3,0,0
3201,Grace Thompson,51,0,0,2,0,0
3202,JPR Scantlebury-Searles,51,0,0,2,0,0
3203,Kunwarjeet Singh,51,0,0,2,0,0
3204,R Tari,51,0,0,2,0,0
3205,RJ McCone,51,0,0,2,0,0
3206,Sarul Kanwar,51,0,0,2,0,0
3207,CM Dickinson,51,0,0,1,0,0
3208,Haroon Arshad,51,0,0,1,0,0
3209,HK Kukreja,51,0,0,1,0,0
3210,M Andrianatos,51,0,0,1,0,0
3211,M Mani,51,0,0,1,0,0
3212,Mohammad Hassan Khan,51,0,0,1,0,0
3213,OR Willis,51,0,0,1,0,0
3214,WS Jayantha,51,0,0,1,0,0
3215,Mangal Mahrour,51,0,0,0,0,0
3216,SA Fernando,50,0,0,6,0,0
3217,DB Das,17,33,0,2,2,0
3218,DLS van Bunge,50,0,0,4,0,0
3219,MS Rizvi,50,0,0,4,0,0
3220,N Saini,20,30,0,3,1,0
3221,US Hathinjar,50,0,0,4,0,0
3222,A Carter,50,0,0,3,0,0
3223,A Raza,50,0,0,3,0,0
3224,Flynn Zahra,50,0,0,3,0,0
3225,JJA Frew,50,0,0,3,0,0
3226,R MacBeth,50,0,0,3,0,0
3227,TF Brookes,50,0,0,3,0,0
3228,AM Phangiso,50,0,0,2,0,0
3229,Muhammad Farooq (2),50,0,0,2,0,0
3230,Umaima Sohail,50,0,0,2,0,0
3231,Zubair Al Balushi,50,0,0,2,0,0
3232,AR Gandhi,50,0,0,1,0,0
3233,EM Moore,50,0,0,1,0,0
3234,NJ Bowley,50,0,0,1,0,0
3235,PJ Watkins,50,0,0,1,0,0
3236,Zubair Khan,50,0,0,1,0,0
3237,D Muhumuza,50,0,0,0,0,0
3238,K Lesporis,50,0,0,0,0,0
3239,TL Chivanga,49,0,0,8,0,0
3240,A Reddy,49,0,0,2,0,1
3241,CJB McCullough,49,0,0,3,0,0
3242,DS Hutchinson,49,0,0,3,0,0
3243,EJ Nuttall,49,0,0,3,0,0
3244,I Pandey,49,0,0,3,0,0
3245,TE Linley,49,0,0,3,0,0
3246,BJ Barnett,49,0,0,2,0,0
3247,F Suluoto,49,0,0,2,0,0
3248,Krishna Chandran,49,0,0,2,0,0
3249,Lalhruaizela,41,8,0,0,2,0
3250,N Khanna,49,0,0,2,0,0
3251,S Karthik,0,49,0,0,2,0
3252,SK Atai,49,0,0,2,0,0
3253,F Miller,49,0,0,1,0,0
3254,G Senhas,49,0,0,1,0,0
3255,Girish Rauturi,49,0,0,1,0,0
3256,Ibrarul Haq,49,0,0,1,0,0
3257,JS Kundi,49,0,0,1,0,0
3258,Kamrul Hasan,49,0,0,1,0,0
3259,TPSM Pathirana,49,0,0,1,0,0
3260,CA Thyssen,49,0,0,0,0,0
3261,F Khaliq,49,0,0,0,0,0
3262,H Jangariya,49,0,0,0,0,0
3263,JFA Field,49,0,0,0,0,0
3264,PA Browne,49,0,0,0,0,0
3265,S Ivetic,49,0,0,0,0,0
3266,S Sreesanth,48,0,0,10,0,0
3267,JG Walker,48,0,0,7,0,0
3268,Danish Kaneria,48,0,0,6,0,0
3269,HTRY Thornton,48,0,0,6,0,0
3270,B Doggett,48,0,0,5,0,0
3271,E Niyomugabo,48,0,0,5,0,0
3272,JL Gunn,48,0,0,4,0,0
3273,PR Brown,48,0,0,4,0,0
3274,SL Kerber,48,0,0,4,0,0
3275,SV Carlisle,48,0,0,4,0,0
3276,TP Milnes,48,0,0,4,0,0
3277,A Halbhavi,48,0,0,3,0,0
3278,AAS Silva,48,0,0,3,0,0
3279,H Patel,17,31,0,2,1,0
3280,MD Dai,48,0,0,3,0,0
3281,Basir Ahamad,48,0,0,2,0,0
3282,Habib Ahmadzai,48,0,0,2,0,0
3283,Rashid Hashmi,48,0,0,2,0,0
3284,S Burdekin,48,0,0,2,0,0
3285,Syeda Aroob Shah,48,0,0,2,0,0
3286,HA Jackson,48,0,0,1,0,0
3287,RS Primus,48,0,0,1,0,0
3288,S Gani,48,0,0,1,0,0
3289,SJ Ally,48,0,0,1,0,0
3290,DA Cosker,47,0,0,6,0,0
3291,FD Adams,47,0,0,5,0,0
3292,GWHM Perera,47,0,0,5,0,0
3293,LJ Hatchett,47,0,0,4,0,0
3294,Omar Rassol,47,0,0,4,0,0
3295,Rizwan Hussain,47,0,0,4,0,0
3296,Tapash Baisya,47,0,0,4,0,0
3297,AN Ahmed,10,37,0,1,2,0
3298,GT Griffiths,47,0,0,3,0,0
3299,IDR Bradshaw,47,0,0,3,0,0
3300,Irfan Sukkur,47,0,0,3,0,0
3301,Khalid Shah,47,0,0,3,0,0
3302,M Copeland,47,0,0,3,0,0
3303,OSB Tilley,47,0,0,3,0,0
3304,Ali Nayyer,47,0,0,2,0,0
3305,C Chatphaisan,47,0,0,2,0,0
3306,CO Browne,47,0,0,2,0,0
3307,DS Lehmann,47,0,0,2,0,0
3308,HNA Conway,47,0,0,2,0,0
3309,KR Smith,47,0,0,2,0,0
3310,P Prasanth,12,35,0,0,2,0
3311,Shahid Nazir,47,0,0,2,0,0
3312,A Kamboj,47,0,0,1,0,0
3313,Azeem ul Haq,47,0,0,1,0,0
3314,B Ward,47,0,0,1,0,0
3315,Chintapalli Kranthi Kumar,47,0,0,1,0,0
3316,Saran Aslam,47,0,0,1,0,0
3317,Sharad Lumba,47,0,0,1,0,0
3318,Khurram Shahzad (2),46,0,0,7,0,0
3319,BG Randell,46,0,0,5,0,0
3320,PR Shah,0,46,0,1,4,0
3321,C Gomez,46,0,0,4,0,0
3322,CT Mutombodzi,46,0,0,4,0,0
3323,N Vimukthi,46,0,0,4,0,0
3324,Saad Nasim,46,0,0,4,0,0
3325,SO Dowrich,46,0,0,4,0,0
3326,Sunzamul Islam,46,0,0,4,0,0
3327,A Phillip,46,0,0,3,0,0
3328,Mohammad Mohsin,38,8,0,2,1,0
3329,PM Liyanagamage,46,0,0,3,0,0
3330,CT Hawkins,46,0,0,2,0,0
3331,GR Breese,46,0,0,2,0,0
3332,J Seymour,46,0,0,2,0,0
3333,Mohammad Boota,46,0,0,2,0,0
3334,Sedezhalie Rupero,46,0,0,2,0,0
3335,T Rajapakse,46,0,0,2,0,0
3336,GD Arta,46,0,0,1,0,0
3337,JA Prestwidge,46,0,0,1,0,0
3338,Mudassir Iqbal,46,0,0,1,0,0
3339,Muhammad Babar,46,0,0,1,0,0
3340,S Kavindi,46,0,0,1,0,0
3341,Ashith Rajiv,0,46,0,0,0,0
3342,K Lion-Cachet,46,0,0,0,0,0
3343,RD Hunter,46,0,0,0,0,0
3344,PP Ojha,34,11,0,5,3,0
3345,RJW Topley,44,0,1,8,0,0
3346,RP Singh,41,4,0,5,2,0
3347,DP Hyatt,45,0,0,6,0,0
3348,HR Walsh,34,11,0,2,1,0
3349,LUVNITH SISODIA,45,0,0,3,0,0
3350,Dinesh Mor,45,0,0,2,0,0
3351,MJ Taylor,45,0,0,2,0,0
3352,Eknath Kerkar,45,0,0,1,0,0
3353,Kangabam Singh,45,0,0,1,0,0
3354,Khurram Khan,45,0,0,1,0,0
3355,Mohammed Taha,45,0,0,1,0,0
3356,NC McGarrell,45,0,0,1,0,0
3357,NE Bonner,45,0,0,1,0,0
3358,O Olaleye,45,0,0,1,0,0
3359,PA Petricola,45,0,0,1,0,0
3360,S Thakor,45,0,0,1,0,0
3361,T Ashel,45,0,0,1,0,0
3362,AM Fernando,44,0,0,8,0,0
3363,MS Panesar,40,4,0,5,1,0
3364,GLS Scrimshaw,44,0,0,5,0,0
3365,AL Menaria,24,20,0,3,1,0
3366,MAA Sanjeewani,44,0,0,4,0,0
3367,C Sandaru,44,0,0,3,0,0
3368,CJ Rocchiccioli,44,0,0,3,0,0
3369,DR Chumney,44,0,0,3,0,0
3370,G Kamalini,44,0,0,3,0,0
3371,HA Varaiya,44,0,0,3,0,0
3372,SK Moloney,44,0,0,3,0,0
3373,SM Gugale,44,0,0,3,0,0
3374,Ismail Ali,44,0,0,2,0,0
3375,Manzoor Dar,44,0,0,2,0,0
3376,Sujit Nayak,23,21,0,1,1,0
3377,EC Sen,44,0,0,1,0,0
3378,HMCB Jayathilake,44,0,0,1,0,0
3379,S Horley,44,0,0,1,0,0
3380,SM Sharma,44,0,0,1,0,0
3381,SSM Perera,44,0,0,1,0,0
3382,Waqar Ul Hassan,44,0,0,1,0,0
3383,Arjit Gupta,44,0,0,0,0,0
3384,Renuka Singh,14,15,14,7,2,0
3385,Al-Amin,43,0,0,6,0,0
3386,S Gajnabi,43,0,0,5,0,0
3387,Ahsan Hafeez,43,0,0,4,0,0
3388,FJ Klaassen,43,0,0,4,0,0
3389,V Lahiru,43,0,0,4,0,0
3390,Akshay Karnewar,34,9,0,2,1,0
3391,HP Gawli,43,0,0,3,0,0
3392,MJ Tugaga,43,0,0,3,0,0
3393,Moin Khan,43,0,0,3,0,0
3394,WKD Perkins,43,0,0,3,0,0
3395,AA Barot,43,0,0,2,0,0
3396,ALKL Abeyrathne,43,0,0,2,0,0
3397,C Valente,43,0,0,2,0,0
3398,Diana Baig,43,0,0,2,0,0
3399,GM Davies,43,0,0,2,0,0
3400,Hadisullah Tarakhel,43,0,0,2,0,0
3401,IK Gamantika,43,0,0,2,0,0
3402,M Smit,43,0,0,2,0,0
3403,M Stiller,43,0,0,2,0,0
3404,Pramod Chandila,43,0,0,2,0,0
3405,Shiraz Khan,43,0,0,2,0,0
3406,Waqar Khan,43,0,0,2,0,0
3407,A Kheterpal,43,0,0,1,0,0
3408,CR Pedersen,43,0,0,1,0,0
3409,J Byrappa,43,0,0,1,0,0
3410,J Glen,43,0,0,1,0,0
3411,JP Crawley,43,0,0,1,0,0
3412,M Dixit,43,0,0,1,0,0
3413,Muhammad Kashif,43,0,0,1,0,0
3414,Techi Doria,43,0,0,1,0,0
3415,ZXM Vukusic,43,0,0,1,0,0
3416,T Rossi,43,0,0,0,0,0
3417,AG Cremer,42,0,0,8,1,0
3418,K Pierre,36,6,0,2,1,0
3419,SR Clark,42,0,0,3,0,0
3420,Sukhdeep Singh,42,0,0,3,0,0
3421,Eman Naseer,42,0,0,2,0,0
3422,Numan Yousuf,42,0,0,2,0,0
3423,Sayed Monib,42,0,0,2,0,0
3424,Umar Adam,42,0,0,2,0,0
3425,XA Crone,42,0,0,2,0,0
3426,Deepak Bohara,42,0,0,1,0,0
3427,Nipan Deka,42,0,0,1,0,0
3428,Ramaal Lewis,42,0,0,1,0,0
3429,Z Groenewald,42,0,0,1,0,0
3430,Zain Ahmad,42,0,0,1,0,0
3431,MG Finan,41,0,0,8,0,0
3432,N Zimonjic,41,0,0,6,0,0
3433,A Sakande,41,0,0,5,0,0
3434,KS Sharma,37,0,4,4,0,1
3435,Ali Nawaz,41,0,0,4,0,0
3436,E Mathew,41,0,0,4,0,0
3437,A Ferguson,41,0,0,3,0,0
3438,AN Kelly,41,0,0,3,0,0
3439,C Zhuwao,41,0,0,3,0,0
3440,P Sharma,41,0,0,3,0,0
3441,Surya Anand,41,0,0,3,0,0
3442,Amad Butt,41,0,0,2,0,0
3443,HB Kayondo,41,0,0,2,0,0
3444,HR Shokeen,5,36,0,1,1,0
3445,Ibrar Ahmad (2),41,0,0,2,0,0
3446,JD Bhatt,41,0,0,2,0,0
3447,K Birkenstock,41,0,0,2,0,0
3448,P Molkenboer,41,0,0,2,0,0
3449,Priyesh Patel,41,0,0,2,0,0
3450,SV Kitime,41,0,0,2,0,0
3451,Abhinav Dixit,41,0,0,1,0,0
3452,BE Hendricks,41,0,0,1,0,0
3453,JK Vifah,41,0,0,1,0,0
3454,JP Netto,41,0,0,1,0,0
3455,M Karg,41,0,0,1,0,0
3456,Muhammad Haziq Aiman,41,0,0,1,0,0
3457,NA Maiolo,41,0,0,1,0,0
3458,Pasindu Lakshanka,41,0,0,1,0,0
3459,S Sriharsha,41,0,0,1,0,0
3460,TA Copeland,41,0,0,1,0,0
3461,WB Rankin,41,0,0,1,0,0
3462,B Tau,41,0,0,0,0,0
3463,C Dickson,41,0,0,0,0,0
3464,MHA Footitt,40,0,0,13,0,0
3465,AB Dinda,30,3,7,4,0,2
3466,LM Kasperek,34,6,0,4,1,0
3467,UWMBCA Welegedara,40,0,0,5,0,0
3468,Mubasir Khan,40,0,0,4,0,0
3469,ZB Lion-Cachet,40,0,0,4,0,0
3470,DM Dupavillon,40,0,0,3,0,0
3471,GD Panayi,40,0,0,3,0,0
3472,M Mohammed,40,0,0,3,0,0
3473,Mansoor Safi,40,0,0,3,0,0
3474,ROL Haydon,40,0,0,3,0,0
3475,A Sarma,40,0,0,2,0,0
3476,A Steyn,40,0,0,2,0,0
3477,DA Mehta,40,0,0,2,0,0
3478,JA Chohan,40,0,0,2,0,0
3479,L Little,40,0,0,2,0,0
3480,Mohammed Alamgir,40,0,0,2,0,0
3481,Pankaj Jaswal,40,0,0,2,0,0
3482,R Pathan,40,0,0,2,0,0
3483,Sher Sahak,40,0,0,2,0,0
3484,Abidullah Taniwal,40,0,0,1,0,0
3485,AV Lalcheta,40,0,0,1,0,0
3486,AW Mathieson,40,0,0,1,0,0
3487,BC Floros,40,0,0,1,0,0
3488,GEF Barnett,40,0,0,1,0,0
3489,Hasanuzzaman,40,0,0,1,0,0
3490,ME Sanuth,40,0,0,1,0,0
3491,NT Miles,40,0,0,1,0,0
3492,Senitha Halambage,40,0,0,1,0,0
3493,WL Coetsee,40,0,0,1,0,0
3494,AA Patil,40,0,0,0,0,0
3495,E de Broughe,40,0,0,0,0,0
3496,JP Behrendorff,40,0,0,0,0,0
3497,Raja Shoaib,40,0,0,0,0,0
3498,MET Salisbury,39,0,0,8,0,0
3499,LR Shukla,39,0,0,5,1,0
3500,TC Ali,39,0,0,6,0,0
3501,BJ Church,39,0,0,4,0,0
3502,LB Williams,39,0,0,4,0,0
3503,SC Joseph,39,0,0,4,0,0
3504,ACF Wyatt,39,0,0,3,0,0
3505,Ashutosh Singh,39,0,0,3,0,0
3506,DM Hogg,39,0,0,3,0,0
3507,Ibrahim Hassan,39,0,0,3,0,0
3508,J Goswami,8,31,0,1,2,0
3509,MSL Taylor,39,0,0,3,0,0
3510,Ankit Sharma,26,3,10,2,0,0
3511,Conner Fletcher,39,0,0,2,0,0
3512,GW Croudis,39,0,0,2,0,0
3513,JNT Vare,39,0,0,2,0,0
3514,K Nuwantha,39,0,0,2,0,0
3515,A Flower,39,0,0,1,0,0
3516,DC Smith,39,0,0,1,0,0
3517,H Wallace,39,0,0,1,0,0
3518,RA Weatherall,39,0,0,1,0,0
3519,Sachin Kumar,39,0,0,1,0,0
3520,SP Gauchan,39,0,0,1,0,0
3521,Aveesha Samash,39,0,0,0,0,0
3522,JS Henriksen,39,0,0,0,0,0
3523,MO Kain,39,0,0,0,0,0
3524,Nilansh Keswani,39,0,0,0,0,0
3525,S Rana,39,0,0,0,0,0
3526,AP Agathangelou,38,0,0,5,0,0
3527,R Sai Kishore,38,0,0,5,0,0
3528,SNJ O'Keefe,32,0,6,3,0,2
3529,Abdul Mazid,38,0,0,4,0,0
3530,SH Johnson,37,1,0,4,0,0
3531,Usman Qadir,38,0,0,4,0,0
3532,BE Street,38,0,0,3,0,0
3533,G Chapple,38,0,0,3,0,0
3534,Mohammad Naveed,38,0,0,3,0,0
3535,Muhammad Umar,38,0,0,3,0,0
3536,N Balasooriya,38,0,0,3,0,0
3537,A Glen,38,0,0,2,0,0
3538,AL Edgar,38,0,0,2,0,0
3539,Kalhan Challu,38,0,0,2,0,0
3540,MM English,38,0,0,2,0,0
3541,MR Kumar,38,0,0,2,0,0
3542,MS Bhandage,38,0,0,2,0,0
3543,Rameen Shamim,38,0,0,2,0,0
3544,SE Bond,38,0,0,2,0,0
3545,Shuaib Al Balushi,38,0,0,2,0,0
3546,Theertha Satish,38,0,0,2,0,0
3547,Amir Zaib,38,0,0,1,0,0
3548,CU Jayasinghe,38,0,0,1,0,0
3549,DJ Lincoln,38,0,0,1,0,0
3550,Himalaya Barad,38,0,0,1,0,0
3551,Lakshay Garg,38,0,0,1,0,0
3552,MD Rahmatullah,38,0,0,1,0,0
3553,Muhammad Zohaib,38,0,0,1,0,0
3554,SJ Truloff,38,0,0,1,0,0
3555,VV Morea,38,0,0,1,0,0
3556,W Uisuk,38,0,0,1,0,0
3557,Ahmad Khalid Ahmadzai,38,0,0,0,0,0
3558,DG Blampied,38,0,0,0,0,0
3559,P Sabu,38,0,0,0,0,0
3560,S Vijay Unni,38,0,0,0,0,0
3561,T Straker,38,0,0,0,0,0
3562,Ravi Bishnoi,24,13,0,5,2,0
3563,DS Kulkarni,22,12,3,3,2,1
3564,Akshat Raghuwanshi,26,11,0,3,1,0
3565,K Doriga,37,0,0,4,0,0
3566,NB Cornwell,37,0,0,4,0,0
3567,R Gamage,37,0,0,4,0,0
3568,RN Patel,37,0,0,4,0,0
3569,TN Walallawita,37,0,0,4,0,0
3570,U Chetry,37,0,0,4,0,0
3571,AD Carr,37,0,0,3,0,0
3572,JJ Tasman-Jones,37,0,0,3,0,0
3573,M Khojbariya,37,0,0,3,0,0
3574,MTC Waller,37,0,0,3,0,0
3575,NO Miller,37,0,0,3,0,0
3576,A Brindle,37,0,0,2,0,0
3577,Arafat Bhuiyan,37,0,0,2,0,0
3578,Chirag Khurana,37,0,0,2,0,0
3579,Selim Salau,37,0,0,2,0,0
3580,Shenjian Zheng,37,0,0,2,0,0
3581,AC Evans,37,0,0,1,0,0
3582,Bakhtiar Tahiri,37,0,0,1,0,0
3583,BB Sanjeewa,37,0,0,1,0,0
3584,HJ Moore,37,0,0,1,0,0
3585,KHM James,37,0,0,1,0,0
3586,Lucy Hamilton,37,0,0,1,0,0
3587,R Lutaaya,37,0,0,1,0,0
3588,S Jamil,37,0,0,1,0,0
3589,DE Bollinger,37,0,0,0,0,0
3590,J Lewis,36,0,0,5,0,0
3591,S Ismail,36,0,0,4,0,0
3592,Nauman Anwar,36,0,0,3,0,0
3593,V Permaul,36,0,0,3,0,0
3594,AU Buchake,36,0,0,2,0,0
3595,AV Lazarus,36,0,0,2,0,0
3596,K Weeraratne,36,0,0,2,0,0
3597,KDV Vimukthi,36,0,0,2,0,0
3598,Muzaffar Shiralkar,36,0,0,2,0,0
3599,N Sindhu,36,0,0,2,0,0
3600,RF Badenhorst,36,0,0,2,0,0
3601,TO Norton,36,0,0,2,0,0
3602,Abdur Rahman Sudais,36,0,0,1,0,0
3603,Ankit Kumar,36,0,0,1,0,0
3604,Awais Ahmad,36,0,0,1,0,0
3605,BB Ghosh,36,0,0,1,0,0
3606,Chamalka Fernando,36,0,0,1,0,0
3607,Habibur Rahman,36,0,0,1,0,0
3608,Rajashekhar Harikant,36,0,0,1,0,0
3609,S Khurana,36,0,0,1,0,0
3610,Soaeb Tai,0,36,0,0,1,0
3611,SS Sharma,36,0,0,1,0,0
3612,Rajendran Vivek,36,0,0,0,0,0
3613,TJ Phillips,36,0,0,0,0,0
3614,LMM Tahuhu,35,0,0,5,0,0
3615,TL Chatara,35,0,0,5,0,0
3616,DD Ebrahim,35,0,0,4,0,0
3617,FY Fazal,12,23,0,1,3,0
3618,AR Lamb,35,0,0,3,0,0
3619,Saad Ali,35,0,0,3,0,0
3620,TBM de Leede,35,0,0,3,0,0
3621,A Nagarajan,35,0,0,2,0,0
3622,D Abeyrathna,35,0,0,2,0,0
3623,KK Patel,35,0,0,2,0,0
3624,LJ Hurt,35,0,0,2,0,0
3625,NM Hancock,35,0,0,2,0,0
3626,RM Liyanarachchi,35,0,0,2,0,0
3627,SD Bahadur,3,0,32,1,0,1
3628,T Koen,35,0,0,2,0,0
3629,Akhil Anil,35,0,0,1,0,0
3630,Amir Ali,35,0,0,1,0,0
3631,Ankit Lamba,35,0,0,1,0,0
3632,C Hartmann,35,0,0,1,0,0
3633,FDM Devonshire,35,0,0,1,0,0
3634,Gabor Torok,35,0,0,1,0,0
3635,Lucas Rossi,35,0,0,1,0,0
3636,MV Waldron,35,0,0,1,0,0
3637,MW Alpe,35,0,0,1,0,0
